timestamp,symbol,position_size,entry_price,realized_pnl,equity
2025-08-11T17:09:35.333174,BTCUSDT,0.0,0.0,0.0,20.0
2025-08-11T17:09:35.333174,ETHUSDT,0.0,0.0,0.0,20.0
2025-08-11T17:09:35.333174,XRPUSDT,2.4,3.1953,0.0,20.0
2025-08-11T17:09:35.333174,SOLUSDT,-0.04,179.39,-0.013600000000000136,20.0
2025-08-11T17:09:35.333174,SHIBUSDT,0.0,0.0,0.0,20.0
2025-08-11T17:43:02.758052,BTCUSDT,0.0,0.0,0.0,19.95240411
2025-08-11T17:43:02.758052,ETHUSDT,0.0,0.0,0.0,19.95240411
2025-08-11T17:43:02.758052,XRPUSDT,2.2,3.1949,0.0,19.95240411
2025-08-11T17:43:02.758052,SOLUSDT,-0.04,178.77,0.0,19.95240411
2025-08-11T17:53:32.599544,BTCUSDT,0.0,0.0,0.0,69.85881119
2025-08-11T17:53:32.599544,ETHUSDT,0.0,0.0,0.0,69.85881119
2025-08-11T17:53:32.599544,XRPUSDT,7.8,3.18,0.0,69.85881119
2025-08-11T17:53:32.599544,SOLUSDT,-0.16,178.22,0.0,69.85881119
2025-08-11T18:06:40.164187,BTCUSDT,0.0,0.0,0.0,69.83216499
2025-08-11T18:06:40.164187,ETHUSDT,0.007,4282.59,0.0,69.83216499
2025-08-11T18:06:40.164187,XRPUSDT,-7.700000000000003,3.1741,-0.11341999999999419,69.83216499
2025-08-11T18:06:40.164187,SOLUSDT,-0.16,177.79,0.0,69.83216499
2025-08-11T18:17:18.504970,BTCUSDT,0.0,0.0,0.0,69.31671013
2025-08-11T18:17:18.504970,ETHUSDT,0.0,0.0,0.0,69.31671013
2025-08-11T18:17:18.504970,XRPUSDT,7.6,3.1882,0.0,69.31671013
2025-08-11T18:17:18.504970,SOLUSDT,0.15,177.75,-0.003000000000001535,69.31671013
2025-08-11T18:17:18.504970,ADAUSDT,-28.0,0.7896,0.0,69.31671013
2025-08-11T18:17:18.504970,BNBUSDT,0.02,805.6,0.0,69.31671013
2025-08-11T18:17:18.504970,TRXUSDT,-141.0,0.3442,0.0,69.31671013
2025-08-11T18:17:18.504970,ARBUSDT,0.0,0.0,0.0,69.31671013
2025-08-11T18:17:18.504970,OPUSDT,0.0,0.0,0.0,69.31671013
2025-08-11T18:17:18.504970,AVAXUSDT,0.0,0.0,0.0,69.31671013
2025-08-11T18:17:18.504970,DOGEUSDT,-46.0,0.22969,0.0,69.31671013
2025-08-11T18:17:18.504970,LTCUSDT,0.0,0.0,0.0,69.31671013
2025-08-11T18:22:47.216867,BTCUSDT,0.0,0.0,0.0,69.31671013
2025-08-11T18:22:47.216867,ETHUSDT,0.0,0.0,0.0,69.31671013
2025-08-11T18:22:47.216867,XRPUSDT,7.6,3.1882,0.0,69.31671013
2025-08-11T18:22:47.216867,SOLUSDT,0.15,177.75,-0.003000000000001535,69.31671013
2025-08-11T18:22:47.216867,ADAUSDT,-28.0,0.7896,0.0,69.31671013
2025-08-11T18:22:47.216867,BNBUSDT,0.02,805.6,0.0,69.31671013
2025-08-11T18:22:47.216867,TRXUSDT,-141.0,0.3442,0.0,69.31671013
2025-08-11T18:22:47.216867,ARBUSDT,0.0,0.0,0.0,69.31671013
2025-08-11T18:22:47.216867,OPUSDT,0.0,0.0,0.0,69.31671013
2025-08-11T18:22:47.216867,AVAXUSDT,0.0,0.0,0.0,69.31671013
2025-08-11T18:22:47.216867,DOGEUSDT,-46.0,0.22969,0.0,69.31671013
2025-08-11T18:22:47.216867,LTCUSDT,0.0,0.0,0.0,69.31671013
2025-08-11T18:29:23.350555,BTCUSDT,0.0,0.0,0.0,69.38590646
2025-08-11T18:29:23.350555,ETHUSDT,0.0,0.0,0.0,69.38590646
2025-08-11T18:29:23.350555,XRPUSDT,0.0,0.0,0.0,69.38590646
2025-08-11T18:29:23.350555,SOLUSDT,0.15,177.72,0.0,69.38590646
2025-08-11T18:29:23.350555,ADAUSDT,-28.0,0.7912,0.0,69.38590646
2025-08-11T18:29:23.350555,BNBUSDT,0.0,0.0,0.0,69.38590646
2025-08-11T18:29:23.350555,TRXUSDT,0,0,0.056000000000009376,69.38590646
2025-08-11T18:29:23.350555,ARBUSDT,0.0,0.0,0.0,69.38590646
2025-08-11T18:29:23.350555,OPUSDT,0.0,0.0,0.0,69.38590646
2025-08-11T18:29:23.350555,AVAXUSDT,0.0,0.0,0.0,69.38590646
2025-08-11T18:29:23.350555,DOGEUSDT,0.0,0.0,0.0,69.38590646
2025-08-11T18:29:23.350555,LTCUSDT,0.0,0.0,0.0,69.38590646
2025-08-11T18:40:46.873306,BTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:40:46.873306,ETHUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:40:46.873306,XRPUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:40:46.873306,SOLUSDT,0.15,178.26,0.0,69.25529339
2025-08-11T18:40:46.873306,ADAUSDT,28.0,0.7944000000000001,0.0,69.25529339
2025-08-11T18:40:46.873306,BNBUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:40:46.873306,TRXUSDT,280.0,0.3444,0.0,69.25529339
2025-08-11T18:40:46.873306,ARBUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:40:46.873306,OPUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:40:46.873306,AVAXUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:40:46.873306,DOGEUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:40:46.873306,LTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:45:52.179242,BTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:45:52.179242,ETHUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:45:52.179242,XRPUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:45:52.179242,SOLUSDT,0.15,178.26,0.0,69.25529339
2025-08-11T18:45:52.179242,ADAUSDT,-28.0,0.7914,-0.08400000000000318,69.25529339
2025-08-11T18:45:52.179242,BNBUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:45:52.179242,TRXUSDT,280.0,0.3444,0.0,69.25529339
2025-08-11T18:45:52.179242,ARBUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:45:52.179242,OPUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:45:52.179242,AVAXUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:45:52.179242,DOGEUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:45:52.179242,LTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:51:00.895136,BTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:51:00.895136,ETHUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:51:00.895136,XRPUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:51:00.895136,SOLUSDT,0.15,178.26,0.0,69.25529339
2025-08-11T18:51:00.895136,ADAUSDT,28.0,0.7923,-0.05880000000000285,69.25529339
2025-08-11T18:51:00.895136,BNBUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:51:00.895136,TRXUSDT,280.0,0.3444,0.0,69.25529339
2025-08-11T18:51:00.895136,ARBUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:51:00.895136,OPUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:51:00.895136,AVAXUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:51:00.895136,DOGEUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:51:00.895136,LTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:56:02.040602,BTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:56:02.040602,ETHUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:56:02.040602,XRPUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:56:02.040602,SOLUSDT,0.15,178.26,0.0,69.25529339
2025-08-11T18:56:02.040602,ADAUSDT,28.0,0.7931,-0.03640000000000221,69.25529339
2025-08-11T18:56:02.040602,BNBUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:56:02.040602,TRXUSDT,280.0,0.3444,0.0,69.25529339
2025-08-11T18:56:02.040602,ARBUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:56:02.040602,OPUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:56:02.041599,AVAXUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:56:02.041599,DOGEUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T18:56:02.041599,LTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:01:38.231038,BTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:01:38.231038,ETHUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:01:38.231038,XRPUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:01:38.231038,SOLUSDT,0.15,178.26,0.0,69.25529339
2025-08-11T19:01:38.231038,ADAUSDT,28.0,0.7931,-0.03640000000000221,69.25529339
2025-08-11T19:01:38.231038,BNBUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:01:38.231038,TRXUSDT,280.0,0.3444,0.0,69.25529339
2025-08-11T19:01:38.231038,ARBUSDT,48.9,0.4515,0.0,69.25529339
2025-08-11T19:01:38.231038,OPUSDT,-13.3,0.77,0.0,69.25529339
2025-08-11T19:01:38.231038,AVAXUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:01:38.231038,DOGEUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:01:38.231038,LTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:06:39.100194,BTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:06:39.100194,ETHUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:06:39.100194,XRPUSDT,-7.6,3.1995,0.0,69.25529339
2025-08-11T19:06:39.100194,SOLUSDT,0.15,178.26,0.0,69.25529339
2025-08-11T19:06:39.100194,ADAUSDT,29.0,0.7922,-0.061200000000002475,69.25529339
2025-08-11T19:06:39.100194,BNBUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:06:39.100194,TRXUSDT,280.0,0.3444,0.0,69.25529339
2025-08-11T19:06:39.100194,ARBUSDT,48.9,0.4515,0.0,69.25529339
2025-08-11T19:06:39.100194,OPUSDT,-26.4,0.77,0.013099999999999223,69.25529339
2025-08-11T19:06:39.100194,AVAXUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:06:39.100194,DOGEUSDT,-47.0,0.23073,0.0,69.25529339
2025-08-11T19:06:39.100194,LTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:11:39.420119,BTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:11:39.420119,ETHUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:11:39.420119,XRPUSDT,-7.6,3.1995,0.0,69.25529339
2025-08-11T19:11:39.420119,SOLUSDT,0.15,178.26,0.0,69.25529339
2025-08-11T19:11:39.420119,ADAUSDT,-29.0,0.7915,-0.08150000000000346,69.25529339
2025-08-11T19:11:39.420119,BNBUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:11:39.420119,TRXUSDT,280.0,0.3444,0.0,69.25529339
2025-08-11T19:11:39.420119,ARBUSDT,48.9,0.4515,0.0,69.25529339
2025-08-11T19:11:39.420119,OPUSDT,26.300000000000004,0.771,0.03949999999999924,69.25529339
2025-08-11T19:11:39.420119,AVAXUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:11:39.420119,DOGEUSDT,-47.0,0.23073,0.0,69.25529339
2025-08-11T19:11:39.420119,LTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:16:43.906193,BTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:16:43.906193,ETHUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:16:43.906193,XRPUSDT,-7.6,3.1995,0.0,69.25529339
2025-08-11T19:16:43.906193,SOLUSDT,0.15,178.26,0.0,69.25529339
2025-08-11T19:16:43.906193,ADAUSDT,-29.0,0.7915,-0.08150000000000346,69.25529339
2025-08-11T19:16:43.906193,BNBUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:16:43.907191,TRXUSDT,280.0,0.3444,0.0,69.25529339
2025-08-11T19:16:43.907191,ARBUSDT,48.9,0.4515,0.0,69.25529339
2025-08-11T19:16:43.907191,OPUSDT,-26.299999999999997,0.769,-0.01310000000000082,69.25529339
2025-08-11T19:16:43.907191,AVAXUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:16:43.907191,DOGEUSDT,-70.0,0.230546,0.0,69.25529339
2025-08-11T19:16:43.907191,LTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:21:46.496777,BTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:21:46.496777,ETHUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:21:46.496777,XRPUSDT,-7.6,3.1995,0.0,69.25529339
2025-08-11T19:21:46.496777,SOLUSDT,0.15,178.26,0.0,69.25529339
2025-08-11T19:21:46.496777,ADAUSDT,-29.0,0.7915,-0.08150000000000346,69.25529339
2025-08-11T19:21:46.496777,BNBUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:21:46.496777,TRXUSDT,280.0,0.3444,0.0,69.25529339
2025-08-11T19:21:46.496777,ARBUSDT,48.9,0.4515,0.0,69.25529339
2025-08-11T19:21:46.496777,OPUSDT,-26.299999999999997,0.769,-0.01310000000000082,69.25529339
2025-08-11T19:21:46.496777,AVAXUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:21:46.497776,DOGEUSDT,-70.0,0.230546,0.0,69.25529339
2025-08-11T19:21:46.497776,LTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:26:49.536737,BTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:26:49.536737,ETHUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:26:49.536737,XRPUSDT,-11.2,3.1990821428571428,0.0,69.25529339
2025-08-11T19:26:49.536737,SOLUSDT,0.15,178.26,0.0,69.25529339
2025-08-11T19:26:49.536737,ADAUSDT,-29.0,0.7915,-0.08150000000000346,69.25529339
2025-08-11T19:26:49.536737,BNBUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:26:49.536737,TRXUSDT,280.0,0.3444,0.0,69.25529339
2025-08-11T19:26:49.536737,ARBUSDT,48.9,0.4515,0.0,69.25529339
2025-08-11T19:26:49.536737,OPUSDT,26.0,0.771,0.03949999999999922,69.25529339
2025-08-11T19:26:49.536737,AVAXUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:26:49.536737,DOGEUSDT,-93.0,0.23043817204301076,0.0,69.25529339
2025-08-11T19:26:49.536737,LTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:32:12.505527,BTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:32:12.505527,ETHUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:32:12.505527,XRPUSDT,-11.2,3.1990821428571428,0.0,69.25529339
2025-08-11T19:32:12.505527,SOLUSDT,0.15,178.26,0.0,69.25529339
2025-08-11T19:32:12.505527,ADAUSDT,-29.0,0.7915,-0.08150000000000346,69.25529339
2025-08-11T19:32:12.505527,BNBUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:32:12.505527,TRXUSDT,280.0,0.3444,0.0,69.25529339
2025-08-11T19:32:12.505527,ARBUSDT,48.9,0.4515,0.0,69.25529339
2025-08-11T19:32:12.505527,OPUSDT,-26.0,0.77,0.0134999999999992,69.25529339
2025-08-11T19:32:12.505527,AVAXUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:32:12.505527,DOGEUSDT,-93.0,0.23043817204301076,0.0,69.25529339
2025-08-11T19:32:12.505527,LTCUSDT,0.0,0.0,0.0,69.25529339
2025-08-11T19:40:30.531278,BTCUSDT,0.0,0.0,0.0,68.54672921
2025-08-11T19:40:30.531278,ETHUSDT,0.0,0.0,0.0,68.54672921
2025-08-11T19:40:30.531278,XRPUSDT,-7.4,3.1989,0.0,68.54672921
2025-08-11T19:40:30.531278,SOLUSDT,-0.16,178.2,0.0,68.54672921
2025-08-11T19:40:30.531278,ADAUSDT,28.0,0.7923,0.0,68.54672921
2025-08-11T19:40:30.531278,BNBUSDT,0.0,0.0,0.0,68.54672921
2025-08-11T19:40:30.531278,TRXUSDT,0.0,0.0,0.0,68.54672921
2025-08-11T19:40:30.531278,ARBUSDT,-47.1,0.4513,0.0,68.54672921
2025-08-11T19:40:30.531278,OPUSDT,25.7,0.7709999999999999,0.0,68.54672921
2025-08-11T19:40:30.531278,AVAXUSDT,0.0,0.0,0.0,68.54672921
2025-08-11T19:40:30.531278,DOGEUSDT,-136.0,0.22939125,0.0,68.54672921
2025-08-11T19:40:30.531278,LTCUSDT,0.0,0.0,0.0,68.54672921
2025-08-11T19:47:09.623145,BTCUSDT,0.0,0.0,0.0,68.52302876
2025-08-11T19:47:09.623145,ETHUSDT,0.0,0.0,0.0,68.52302876
2025-08-11T19:47:09.623145,XRPUSDT,0.0,0.0,0.0,68.52302876
2025-08-11T19:47:09.623145,SOLUSDT,0.0,0.0,0.0,68.52302876
